Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
Pleasant Gardens Home for Adults,396 Middle Road,Suffolk,Bayport,11705,(631) 472-1047,(631) 472-9483,AF0363B,"Mercy Haven, Inc.",700-E-282,27,0,0,0,0,AH,NFP,MARO,"396 Middle Road
Bayport, NY 11705
(40.73620256100003, -73.06369011399994)"
Gurwin Jewish Fay J. Lindner Residence,50 Hauppauge Road,Suffolk,Commack,11725,(631) 715-6500,(631) 715-8580,AF0259A,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",700-E-288,65,0,65,40,14,AH,NFP,MARO,"50 Hauppauge Road
Commack, NY 11725
(40.82841838300004, -73.29773493399995)"
Hidden Gem Home for Adults,11 Wittridge Street,Suffolk,Lake Ronkonkoma,11779,(631) 588-4755,(631) 588-3180,AF0438B,"Golden Homes Operating, Inc.",700-F-085,18,0,0,0,0,AH,PPHA,MARO,"11 Wittridge Street
Lake Ronkonkoma, NY 11779
(40.81945746000008, -73.10901994499994)"
Rodden Home,15 Wittridge Street,Suffolk,Lake Ronkonkoma,11779,(631) 585-1906,(631) 585-1906,AF0373A,"Patkowski, Matthew",700-F-109,23,0,0,0,0,AH,PPHA,MARO,"15 Wittridge Street
Lake Ronkonkoma, NY 11779
(40.81944545300007, -73.10938358499999)"
Babylon Beach House Home for Adults,23 Yacht Club Road,Suffolk,Babylon,11702,(631) 669-3323,(631) 669-2571,AF0199A,"Lockwood, William A.",700-F-131,67,0,0,0,0,AH,PPHA,MARO,"23 Yacht Club Road
Babylon, NY 11702
(40.684770524000044, -73.31672378799993)"
Maple Rest,61 Rollstone Avenue,Suffolk,West Sayville,11796,(631) 589-4840,(631) 563-1610,AF0303A,Simon Halpert,700-F-146,27,0,0,0,0,AH,PPHA,MARO,"61 Rollstone Avenue
West Sayville, NY 11796
(40.73178852500007, -73.09845541999994)"
Olsen Rest,P.O. Box 256 366 Gibbs Pond,Suffolk,Nesconset,11767,(631) 588-5676,(631) 588-5676,AF0345A,"Olsen, George Jr.",700-F-223,40,0,0,0,0,AH,PPHA,MARO,"P.O. Box 256 366 Gibbs Pond
Nesconset, NY 11767
(40.84130305100007, -73.13710999999995)"
Gables Home for Adults,127 Rider Avenue,Suffolk,Patchogue,11772,(631) 475-3857,(631) 475-3857,AF0250B,"Gables Holding Company, Inc.",700-F-909,24,0,0,0,0,AH,PPHA,MARO,"127 Rider Avenue
Patchogue, NY 11772
(40.76067741400004, -73.00868315999998)"
Elmore Home for Adults,330 Elmore Street,Suffolk,Central Islip,11722,(631) 234-6506,(631) 671-9662,AF0244A,"Miranda, Josevito",700-F-300,22,0,0,0,0,AH,PPHA,MARO,"330 Elmore Street
Central Islip, NY 11722
(40.78440183500004, -73.19975609599999)"
Brandywine Senior Living at Huntington Terrace,70 Pinelawn Road,Suffolk,Melville,11747,(631) 531-0000,(631) 531-0003,AF0590B,Brandywine Senior Living at Huntington Terrace LLC,700-F-919,54,0,54,54,34,AH,PPHA,MARO,"70 Pinelawn Road
Melville, NY 11747
(40.77983345600006, -73.40598771599997)"
Maryville Assisted Living,70 Greenlawn Road,Suffolk,Huntington,11743,(631) 427-7685,(631) 673-4636,AF0306A,"Maryville Adult Home, Inc.",700-F-891,32,0,32,32,0,AH,PPHA,MARO,"70 Greenlawn Road
Huntington, NY 11743
(40.87383629300007, -73.39319994099998)"
The Lake Shore Assisted Living Residence,211 Lake Shore Road,Suffolk,Lake Ronkonkoma,11779,(631) 585-8800,(631) 585-0716,AF0421A,"Lakehaven Equities, Inc.",700-F-893,200,0,200,0,0,AH,PPHA,MARO,"211 Lake Shore Road
Lake Ronkonkoma, NY 11779
(40.82735652800005, -73.11661316399994)"
"Manor Haven Adult Home, Inc.",222 Columbia Street,Suffolk,Huntington Station,11746,(631) 549-0226,(631) 367-1240,AF0300B,"Manor Haven Adult Home, Inc.",700-F-896,32,0,0,0,0,AH,PPHA,MARO,"222 Columbia Street
Huntington Station, NY 11746
(40.84887297300003, -73.41983382499996)"
Dawn Hill Adult Home,65 Lisa Drive,Suffolk,North Port,11768,(631) 261-8088,(631) 261-8088,AF0232A,"Flowerfield Associates, Inc.",700-F-897,30,0,0,0,0,AH,PPHA,MARO,"65 Lisa Drive
North Port, NY 11768
(40.89179171400008, -73.34870890399998)"
"Fairlawn Adult Home, Inc.",301 Eighth Avenue,Suffolk,East Northport,11731,(631) 757-7666,(631) 757-2959,AF0245B,"Fairlawn Adult Home, Inc.",700-F-898,30,0,0,0,0,AH,PPHA,MARO,"301 Eighth Avenue
East Northport, NY 11731
(40.87717174000005, -73.32916351799997)"
The Bristal at West Babylon,520 Montauk Highway,Suffolk,West Babylon,11704,(631) 635-5501,(631) 539-9860,AF0755A,EB Care at West Babylon LLC,700-S-313,187,0,187,60,41,EHP,PPHA,MARO,"520 Montauk Highway
West Babylon, NY 11704
(40.688081831000034, -73.34026414899995)"
"Bayview Rest Home, LLC",143 East Main Street,Suffolk,Babylon,11702,(631) 661-3292,(631) 661-3292,AF0204B,"Bayview Rest Home, LLC",700-F-908,75,0,0,0,0,AH,PPHA,MARO,"143 East Main Street
Babylon, NY 11702
(40.69705148700007, -73.32064249699994)"
Pearl Garden Manor,36 Locust Avenue,Suffolk,Islip,11751,(631) 859-3228,(631) 277-1081,AF0356C,"HSN, Inc.",700-F-911,26,0,0,0,0,AH,PPHA,MARO,"36 Locust Avenue
Islip, NY 11751
(40.730441323000036, -73.21295341399997)"
The Arbors at Bohemia,1065 Smithtown Avenue,Suffolk,Bohemia,11716,(631) 567-3113,(631) 567-3116,AF0276C,"Arcadia Management, Inc.",700-F-913,200,0,200,0,0,AH,PPHA,MARO,"1065 Smithtown Avenue
Bohemia, NY 11716
(40.768073077000054, -73.10849385099993)"
The Arbors at Islandia East,1515A Veterans Memorial Highway,Suffolk,Islandia,11749,(631) 232-3131,(631) 342-1855,AF0277C,"Arcadia Management, Inc.",700-F-914,200,0,200,0,57,AH,PPHA,MARO,"1515A Veterans Memorial Highway
Islandia, NY 11749
(40.810284403000026, -73.18650702499997)"
The Arbors at Islandia West,1515 Veterans Memorial Highway,Suffolk,Islandia,11749,(631) 582-3600,(631) 582-6082,AF0278C,"Arcadia Management, Inc.",700-F-915,200,0,200,0,0,AH,PPHA,MARO,"1515 Veterans Memorial Highway
Islandia, NY 11749
(40.809963493000055, -73.18618002799997)"
The Arbors at Hauppauge,1740 Express Drive South,Suffolk,Hauppauge,11788,(631) 582-3334,(631) 582-9450,AF0388C,"Arcadia Management, Inc.",700-F-916,200,0,200,0,0,AH,PPHA,MARO,"1740 Express Drive South
Hauppauge, NY 11788
(40.80666968400004, -73.23113403099995)"
Brookhaven Care Center,111 Beaverdam Road,Suffolk,Brookhaven,11719,(631) 286-2500,(631) 286-6488,AF0325B,Brookhaven Care Center LLC,700-F-290,182,0,0,0,0,AH,PPHA,MARO,"111 Beaverdam Road
Brookhaven, NY 11719
(40.77266715900004, -72.93459355499994)"
Arcadia Residence,25 Carrier Street,Sullivan,Liberty,12754,(845) 292-7011,(845) 292-7011,AF0665A,"Greater Adult Neighbors, Inc.",710-F-063,114,0,0,0,0,AH,PPHA,MARO,"25 Carrier Street
Liberty, NY 12754
(41.79432302300006, -74.74901237099994)"
The New Swan Lake Adult Home LLC,Route 55 Box 247,Sullivan,Swan Lake,12783,(845) 292-6298,(845) 292-6298,AF0411B,The New Swan Lake Adult Home LLC,710-F-058,27,0,0,0,0,AH,PPHA,MARO,"Route 55 Box 247
Swan Lake, NY 12783
(41.73237433000003, -74.79275252799994)"
Jeff Senior Living,4804 Route 52- East Main Street,Sullivan,Jeffersonville,12748,(845) 482-4375,(845) 627-5405,AF0280B,"JJJ Yabut, LLC",710-F-061,11,0,0,0,0,AH,PPHA,MARO,"4804 Route 52- East Main Street
Jeffersonville, NY 12748
(41.77986038900008, -74.92861057299996)"
Jeffersonville Senior Living,4806 Route 52,Sullivan,Jeffersonville,12748,(845) 482-4375,(845) 627-5405,AF0281B,"JJJ Yabut, LLC",710-F-060,49,0,0,0,0,AH,PPHA,MARO,"4806 Route 52
Jeffersonville, NY 12748
(41.77996738500008, -74.92888816099997)"
Elderwood Assisted Living at Waverly,44 Ball Street,Tioga,Waverly,14892,(607) 565-6216,(607) 565-2114,AF0188C,"44 Ball Street Operating Company, LLC",720-S-004,40,25,0,0,0,EHP/ALP,PPHA,CNYRO,"44 Ball Street
Waverly, NY 14892
(42.01202571400006, -76.52986963899997)"
"Longview, an Ithacare Community",1 Bella Vista Drive,Tompkins,Ithaca,14850,(607) 375-6300,(607) 375-6301,AF0171A,"Ithacare Center Service Company, Inc.",730-E-002,96,0,96,32,0,AH,NFP,CNYRO,"1 Bella Vista Drive
Ithaca, NY 14850
(42.415495563000036, -76.50439727599996)"
Kendal at Ithaca,2230 North Triphammer Road,Tompkins,Ithaca,14850,(607) 266-5300,(607) 266-5353,AF0167A,"Kendal at Ithaca, Inc.",730-E-005,36,0,36,36,0,AH,NFP,CNYRO,"2230 North Triphammer Road
Ithaca, NY 14850
(42.47550724000007, -76.48180516199994)"
Brookdale Ithaca Memory Care,101 Bundy Road,Tompkins,Ithaca,14850,(607) 256-5094,(607) 256-5318,AF0145A,"Ithaca Sterling Cottage Operator, Inc.",730-F-001,36,0,0,0,0,AH,PPHA,CNYRO,"101 Bundy Road
Ithaca, NY 14850
(42.46045877800003, -76.52967566999996)"
Bridges Cornell Heights - The Colonial,403 Wyckoff Avenue,Tompkins,Ithaca,14850,(607) 257-5777,(607) 257-3565,AF0640A,"Ambrose, Elizabeth Classen",730-F-002,13,0,13,11,0,AH,PPHA,CNYRO,"403 Wyckoff Avenue
Ithaca, NY 14850
(42.45557018400007, -76.48420268199999)"
Bridges Cornell Heights - The Tudor,407 Wyckoff Avenue,Tompkins,Ithaca,14850,(607) 257-5777,(607) 257-3565,AF0641A,"Ambrose, Elizabeth Classen",730-F-003,15,0,15,15,0,AH,PPHA,CNYRO,"407 Wyckoff Avenue
Ithaca, NY 14850
(42.45573220600005, -76.48442023699994)"
Brookdale Ithaca Assisted Living,103 Bundy Road,Tompkins,Ithaca,14850,(607) 256-2580,(607) 256-2446,AF0822A,"SH Ithaca Operator, Inc.",730-S-011,53,0,53,53,0,EHP,PPHA,CNYRO,"103 Bundy Road
Ithaca, NY 14850
(42.46040248500003, -76.53066755199995)"
Hudson Valley Senior Residence,80 Washington Avenue,Ulster,Kingston,12401,(845) 331-0630,(845) 331-6093,AF0270B,The Lutheran Care Network,740-E-008,48,0,48,0,0,AH,NFP,MARO,"80 Washington Avenue
Kingston, NY 12401
(41.92607853700008, -74.01663084299997)"
Woodland Pond at New Paltz,100 Woodland Pond Circle,Ulster,New Paltz,12561,(845) 256-5910,(845) 256-5779,AF0677B,"Woodland Pond, Inc.",740-S-010,60,0,60,40,20,EHP,NFP,MARO,"100 Woodland Pond Circle
New Paltz, NY 12561
(41.75814161000005, -74.06133116599995)"
The New Village View SP LLC,1 Grove Street,Ulster,Highland,12528,(845) 691-8399,(845) 691-2390,AF0266C,The New Village View SP LLC,740-F-084,80,46,0,0,0,AH/ALP,PPHA,MARO,"1 Grove Street
Highland, NY 12528
(41.71971233100004, -73.96629979599999)"
Ivy Lodge,108 Main Street,Ulster,Saugerties,12477,(845) 246-4646,(845) 246-6095,AF0832A,"Ivy Hall at the Family Lodge, LLC",740-F-082,40,0,40,40,16,AH,PPHA,MARO,"108 Main Street
Saugerties, NY 12477
(42.07899937700006, -73.94878265899996)"
Valley Vista Adult Home and Assisted Living Program,141 North Road,Ulster,Highland,12528,(845) 691-7400,(845) 691-3787,AF0429B,"New York Senior Care in the Valley, LLC",740-F-076,89,62,0,0,0,AH/ALP,PPHA,MARO,"141 North Road
Highland, NY 12528
(41.73522238100003, -73.96387733899996)"
Culinarians' Home Foundation,71 Old Tschirky Road,Ulster,New Paltz,12561,(845) 255-7010,(845) 255-2012,AF0229A,Culinarians' Home Foundation,740-E-002,18,0,0,0,0,AH,NFP,MARO,"71 Old Tschirky Road
New Paltz, NY 12561
(41.804763742000034, -74.06378470499999)"
Mountain Valley Manor,373-421 Wilbur Avenue,Ulster,Kingston,12401,(845) 331-1254,,AF0658A,"Salaber, Inc.",740-F-078,53,0,0,0,0,AH,PPHA,MARO,"373-421 Wilbur Avenue
Kingston, NY 12401
(41.92251134400004, -74.00873253499998)"
Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,653 Bay Road,Warren,Queensbury,12804,(518) 761-0176,(518) 761-0338,AF0003A,"Kane, James E.",750-F-046,60,45,0,0,0,AH/ALP,PPHA,CDRO,"653 Bay Road
Queensbury, NY 12804
(43.353543616000024, -73.65667490799996)"
Countryside Adult Home,353 Schroon River Road,Warren,Warrensburg,12885,(518) 623-3451,(518) 623-5590,AF0131A,Warren County D.S.S,750-N-006,48,0,0,0,0,AH,PUBL,CDRO,"353 Schroon River Road
Warrensburg, NY 12885
(43.51130767400008, -73.75009336899996)"
The Terrace at the Glen,71 Longview Drive,Warren,Queensbury,12804,(518) 832-7894,(518) 832-7891,AF0127A,The Glen at Hiland Meadows Inc.,750-S-002,52,0,0,0,0,EHP,NFP,CDRO,"71 Longview Drive
Queensbury, NY 12804
(43.35272061200004, -73.64147610599997)"
Emeritus at the Landing of Queensbury,27 Woodvale Road,Warren,Queensbury,12804,(518) 793-5556,(518) 793-9863,AF0125B,Wegman Family (Glens Falls) LLC V,750-S-003,88,0,0,0,0,EHP,PPHA,CDRO,"27 Woodvale Road
Queensbury, NY 12804
(43.33434699900005, -73.66204244199997)"
The Cambridge,4 West Main Street,Washington,Cambridge,12816,(518) 677-3460,(518) 677-3460,AF0736A,"ICC Management and Consulting, Inc.",760-F-018,40,0,40,14,0,AH,PPHA,CDRO,"4 West Main Street
Cambridge, NY 12816
(43.02808353100005, -73.38096136899998)"
Argyle Center for Independent Living,4573 State Route 40,Washington,Argyle,12809,(518) 638-8274,(518) 638-6420,AF0094B,Washington AH Operations Associates LLC,760-F-016,35,35,0,0,0,AH/ALP,PPHA,CDRO,"4573 State Route 40
Argyle, NY 12809
(43.20362056600004, -73.48623489799996)"
Holbrook Adult Home,73 North Street,Washington,Granville,12832,(518) 642-3476,(518) 642-3801,AF0062C,"73 North of Granville, Inc.",760-F-014,33,0,0,0,0,AH,PPHA,CDRO,"73 North Street
Granville, NY 12832
(43.41458440000008, -73.26464850199994)"
The Mansion at South Union,11 South Union Street,Washington,Cambridge,12816,(518) 677-3711,(518) 677-0869,AF0081C,"ICC Management & Consulting, Inc.",760-F-012,34,34,0,0,0,AH/ALP,PPHA,CDRO,"11 South Union Street
Cambridge, NY 12816
(43.02676070900003, -73.38697474399999)"
Bickford Home,56 Main Street,Wayne,Macedon,14502,(315) 986-5552,(315) 986-2968,AF0451B,"Schumacher, Peter",770-F-035,24,0,0,0,0,AH,PPHA,WRO,"56 Main Street
Macedon, NY 14502
(43.06820255000008, -77.30198155299996)"
Parkwood Heights Senior Living Community,1340 Parkwood Drive,Wayne,Macedon,14502,(315) 986-9100,(315) 986-5970,AF0695A,Parkwood Heights LLC,770-S-039,49,0,0,0,0,EHP,PPHA,WRO,"1340 Parkwood Drive
Macedon, NY 14502
(43.06103924900003, -77.31444210999996)"
The Terrace at Newark,208 Route 88 South,Wayne,Newark,14513,(315) 331-5282,(315) 331-5285,AF0671A,"The Terrace at Newark, Inc.",770-F-037,71,32,39,0,12,AH/ALP,PPHA,WRO,"208 Route 88 South
Newark, NY 14513
(43.01898607500004, -77.09409257499993)"
Sunrise of Fleetwood,500 North Columbus Avenue,Westchester,Mount Vernon,10552,(914) 667-5660,(914) 665-1488,AF0815A,"SZR New York LH, Inc.",800-F-995,136,0,136,136,30,AH,PPHA,MARO,"500 North Columbus Avenue
Mount Vernon, NY 10552
(40.92654619800004, -73.82102609999998)"
Atria Briarcliff Manor,1025 Pleasantville Road,Westchester,Briarcliff Manor,10510,(914) 923-4400,(914) 944-3055,AF0393C,"ATR New York LH, Inc.",800-F-996,200,0,0,0,0,AH,PPHA,MARO,"1025 Pleasantville Road
Briarcliff Manor, NY 10510
(41.14643360700006, -73.82712966999998)"
Woodview Court,1015 Saw Mill River Road,Westchester,Ardsley,10502,(914) 400-1103,(914) 400-1510,AF0628C,"ATR New York LH, Inc.",800-F-998,40,0,0,0,0,AH,PPHA,MARO,"1015 Saw Mill River Road
Ardsley, NY 10502
(41.02223259700003, -73.84395577699996)"
Maple House,15 Maple Place,Westchester,Ossining,10562,(914) 941-9415,(914) 941-4482,AF0302A,"Family Services of Westchester, Inc.",800-S-123,25,0,0,0,0,EHP,NFP,MARO,"15 Maple Place
Ossining, NY 10562
(41.16004931100008, -73.86244577199994)"
Meadowview at the Wartburg,2 Wartburg Place,Westchester,Mount Vernon,10552,(914) 699-0800,(914) 699-2512,AF0309A,"Wartburg Senior Housing, Inc.",800-S-125,105,0,105,15,15,EHP,NFP,MARO,"2 Wartburg Place
Mount Vernon, NY 10552
(40.917750126000044, -73.81316172399994)"
The Springvale Inn,62 Springvale Rd.,Westchester,Croton-on-Hudson,10520,(914) 739-4404,(914) 941-0115,AF0611A,"Living Independently for the Elderly, Inc.",800-S-129,125,0,125,0,0,EHP,NFP,MARO,"62 Springvale Rd.
Croton-on-Hudson, NY 10520
(41.23245877800008, -73.91655809699995)"
Willow Towers EHP,355 Pelham Road,Westchester,New Rochelle,10805,(914) 636-6565,(914) 636-1890,AF0618A,"Willow Towers, Inc.",800-S-131,150,0,150,30,30,EHP,NFP,MARO,"355 Pelham Road
New Rochelle, NY 10805
(40.89834003100003, -73.77811529499996)"
Kendal on Hudson,1010 Kendal Way,Westchester,Sleepy Hollow,10591,(914) 922-1000,(914) 332-9585,AF0636A,"Kendal on Hudson, Inc.",800-S-134,47,0,47,47,13,EHP,NFP,MARO,"1010 Kendal Way
Sleepy Hollow, NY 10591
(41.110653005000074, -73.86710392499998)"
Five Star Premier Residences of Yonkers,537 Riverdale Avenue,Westchester,Yonkers,10705,(914) 423-7200,(914) 423-7046,AF0273C,D & R Yonkers LLC,800-S-143,84,0,84,42,0,EHP,PPHA,MARO,"537 Riverdale Avenue
Yonkers, NY 10705
(40.91361862600007, -73.90235377199997)"
Sunrise of Crestwood,65 Crisfield Street,Westchester,Yonkers,10710,(914) 395-3500,(914) 395-3510,AF0865A,"GWC-Crestwood, Inc.",800-F-994,116,0,116,116,25,AH,PPHA,MARO,"65 Crisfield Street
Yonkers, NY 10710
(40.97569333000007, -73.82850340799996)"
Lincoln Rest Home,12 Lincoln Avenue,Westchester,Ardsley,10502,(914) 693-1146,(914) 693-1146,AF0294A,"Politan, Nenita",800-F-125,23,0,0,0,0,AH,PPHA,MARO,"12 Lincoln Avenue
Ardsley, NY 10502
(41.00972391700003, -73.84429214799997)"
The Bristal at White Plains,305 North Street,Westchester,White Plains,10605,(914) 202-2656,(914) 681-1801,AF0700A,"EBC White Plains, LLC",800-S-145,190,0,190,50,32,EHP,PPHA,MARO,"305 North Street
White Plains, NY 10605
(41.02665409900004, -73.74576133299996)"
Atria on the Hudson,321 North Highland Avenue,Westchester,Ossining,10562,(914) 762-1980,(914) 762-3501,AF0684B,"ATR New York LH, Inc.",800-S-147,185,0,185,29,29,EHP,PPHA,MARO,"321 North Highland Avenue
Ossining, NY 10562
(41.17898547100003, -73.86901723299997)"
Maplewood Commons,1015 Saw Mill River Road,Westchester,Ardsley,10502,(914) 400-1103,(914) 478-0602,AF0627C,"ATR New York LH, Inc.",800-S-149,80,0,0,0,0,EHP,PPHA,MARO,"1015 Saw Mill River Road
Ardsley, NY 10502
(41.02223259700003, -73.84395577699996)"
The Bristal at Armonk,90 Business Park Drive,Westchester,Armonk,10504,(914) 269-2375,(914) 219-5873,AF0712A,Armonk Senior Care LLC,800-S-151,171,0,171,55,40,EHP,PPHA,MARO,"90 Business Park Drive
Armonk, NY 10504
(41.121615838000025, -73.70820869699998)"
The Ambassador at Scarsdale,9 Saxon Woods Road,Westchester,White Plains,10605,(646) 528-0099,(914) 428-3785,AF0721A,"KARP Scarsdale, LLC",800-S-153,138,0,138,30,22,EHP,PPHA,MARO,"9 Saxon Woods Road
White Plains, NY 10605
(40.988995533000036, -73.74656727299998)"
The Knolls,55 Grasslands Road,Westchester,Valhalla,10595,(914) 989-7878,(914) 989-7818,AF0602B,The Bethel Methodist Home,800-S-155,12,0,0,0,0,EHP,NFP,MARO,"55 Grasslands Road
Valhalla, NY 10595
(41.069990620000056, -73.78298134599999)"
The Osborn,101 Theall Road,Westchester,Rye,10580,(914) 925-8200,(914) 967-4555,AF0902A,The Osborn,800-S-141,103,0,103,103,13,EHP,NFP,MARO,"101 Theall Road
Rye, NY 10580
(40.97312193600004, -73.69969788599997)"
Sunnydale Home,809 Stuart Avenue,Westchester,Mamaroneck,10543,(914) 698-2824,(914) 698-1286,AF0408A,"Guerzon, Perlita",800-F-127,17,0,0,0,0,AH,PPHA,MARO,"809 Stuart Avenue
Mamaroneck, NY 10543
(40.95223458000004, -73.72457411399995)"
Danish Home for the Aged,1065 Quaker Bridge Rd E  PO Box 334,Westchester,Croton on Hudson,10520,(914) 271-3052,(914) 862-4412,AF0231A,Danish Benevolent Society,800-E-008,24,0,0,0,0,AH,NFP,MARO,"1065 Quaker Bridge Rd E PO Box 334
Croton on Hudson, NY 10520
(41.21380110300004, -73.85971607299996)"
St. Michael's Home,3 Lehman Terrace,Westchester,Yonkers,10705,(914) 476-3374,(914) 476-1744,AF0403A,"St. Michael's Home, Inc.",800-E-038,60,0,0,0,0,AH,NFP,MARO,"3 Lehman Terrace
Yonkers, NY 10705
(40.91375440100006, -73.90128580999993)"
Marian Woods,152 Ridge Road,Westchester,Hartsdale,10530,(914) 750-6000,(914) 750-6100,AF0304A,"Marian Woods, Inc.",800-E-130,50,0,0,0,0,AH,NFP,MARO,"152 Ridge Road
Hartsdale, NY 10530
(41.02045561700004, -73.80530476199993)"
White Plains Guest Home for Adults,32 Ridgeview Avenue,Westchester,White Plains,10606,(914) 949-8984,(914) 949-0802,AF0436B,"Family Services of Westchester, Inc.",800-E-134,15,0,0,0,0,AH,NFP,MARO,"32 Ridgeview Avenue
White Plains, NY 10606
(41.02153438700003, -73.78036018499995)"
Crestview Manor ALP,150 Old Saw Mill River Road,Westchester,Hawthorne,10532,(914) 769-1762,(914) 769-2536,AF0228A,"Reckess, Azzy",800-F-129,76,49,0,0,0,AH/ALP,PPHA,MARO,"150 Old Saw Mill River Road
Hawthorne, NY 10532
(41.08542706000003, -73.82182160199994)"
The Country House in Westchester,2000 Baldwin Road,Westchester,Yorktown Heights,10598,(914) 962-3625,(914) 962-4130,AF0226B,"The Country House in Westchester, an Adult Home LLC",800-F-007,100,0,100,0,0,AH,PPHA,MARO,"2000 Baldwin Road
Yorktown Heights, NY 10598
(41.276250772000026, -73.79150181699998)"
Five Star Premier Residences of Yonkers,537 Riverdale Avenue,Westchester,Yonkers,10705,(914) 709-1234,(914) 378-9062,AF0272C,D & R Yonkers LLC,800-F-992,40,0,40,18,40,AH,PPHA,MARO,"537 Riverdale Avenue
Yonkers, NY 10705
(40.91361862600007, -73.90235377199997)"
Brightview Tarrytown,581 Old White Plains Rd,Westchester,Tarrytown,10591,(914) 297-8594,(914) 909-5547,AF0728A,"BV Tarrytown Operator, LLC",800-F-131,107,0,107,107,31,AH,PPHA,MARO,"581 Old White Plains Rd
Tarrytown, NY 10591
(41.062225168000055, -73.83569573899996)"
New Rochelle Home for Adults,41 Lockwood Ave.,Westchester,New Rochelle,10801,(914) 576-1202,(914) 633-0308,AF0331B,"New Rochelle Home for Adults, LLC",800-F-132,250,0,0,0,0,AH,PPHA,MARO,"41 Lockwood Ave.
New Rochelle, NY 10801
(40.91422507100003, -73.78641491799993)"
Yorktown Assisted Living Residence,2276 Catherine Street,Westchester,Cortlandt Manor,10567,(914) 737-2255,(914) 737-8822,AF0600B,"YALR Operating, LLC",800-F-134,85,40,45,0,40,AH/ALP,PPHA,MARO,"2276 Catherine Street
Cortlandt Manor, NY 10567
(41.28098376300005, -73.84979654299997)"
Palisade Gardens,185 Palisade Avenue,Westchester,Yonkers,10703,(914) 966-1300,(914) 423-2264,AF0350A,"Orzel, Israel",800-F-971,106,0,0,0,0,AH,PPHA,MARO,"185 Palisade Avenue
Yonkers, NY 10703
(40.94035151800006, -73.89333614999998)"
Mohegan Park,3441 Lexington Avenue,Westchester,Mohegan Lake,10547,(914) 528-3512,(914) 528-3591,AF0316A,"Orzel, Israel",800-F-974,150,0,0,0,0,AH,PPHA,MARO,"3441 Lexington Avenue
Mohegan Lake, NY 10547
(41.31922815400003, -73.85946423699994)"
The Fountains at RiverVue,1 Rivervue Place,Westchester,Tuckahoe,10707,(914) 768-6000,(914) 768-6020,AF0419A,"The Fountains Operating Company (NY), Inc.",800-F-981,141,0,141,141,24,AH,PPHA,MARO,"1 Rivervue Place
Tuckahoe, NY 10707
(40.95206980100005, -73.82966009799998)"
Chester Hill Adult Home,187 Cottage Avenue,Westchester,Mount Vernon,10550,(914) 699-4294,(914) 665-7008,AF0236B,187 Cottage Avenue Corporation,800-F-986,21,0,0,0,0,AH,PPHA,MARO,"187 Cottage Avenue
Mount Vernon, NY 10550
(40.91760110000007, -73.83340300399993)"
The Kensington,100 Maple Avenue,Westchester,White Plains,10601,(914) 390-0080,(914) 390-0277,AF0688A,"White Plains Kensington, LLC",800-F-988,130,0,130,130,62,AH,PPHA,MARO,"100 Maple Avenue
White Plains, NY 10601
(41.02653193300006, -73.76722158499996)"
Westchester Center for Independent and Assisted Living,75 Stratton Street South,Westchester,Yonkers,10701,(914) 787-7400,,AF0692A,"Westchester ALP Management, LLC",800-F-990,195,195,0,0,0,AH/ALP,PPHA,MARO,"75 Stratton Street South
Yonkers, NY 10701
(40.94255379900005, -73.87639074499998)"
Willow Gardens,60 Willow Drive,Westchester,New Rochelle,10805,(914) 336-2338,(914) 235-5683,AF0737A,"Willow Gardens, Inc.",800-E-136,51,0,51,30,51,AH,NFP,MARO,"60 Willow Drive
New Rochelle, NY 10805
(40.89785188600007, -73.78040523499999)"
The Cloisters,171 North Maple Street,Wyoming,Warsaw,14569,(585) 786-8727,(585) 786-0436,AF0472C,"Sunrise Assets, LLC",900-F-005,48,0,0,0,0,AH,PPHA,WRO,"171 North Maple Street
Warsaw, NY 14569
(42.74591441900003, -78.13912838899995)"
Clinton Crest Manor,411 Clinton Street,Yates,Penn Yan,14527,(315) 536-8800,(315) 531-9088,AF0471A,"Harpending Housing, Inc.",910-E-004,42,0,0,0,0,AH,NFP,WRO,"411 Clinton Street
Penn Yan, NY 14527
(42.66875995500004, -77.04213099899994)"
St. Mark's Terrace EHP #1,110 Chapel Street,Yates,Penn Yan,14527,(315) 536-2440,(315) 536-1253,AF0557A,St. Mark's Housing,910-S-005,27,0,0,0,0,EHP,NFP,WRO,"110 Chapel Street
Penn Yan, NY 14527
(42.66285931900006, -77.05675948399994)"
St. Mark's Terrace EHP #2,36 Millard Street,Yates,Dundee,14837,(607) 243-5215,(607) 243-5377,AF0558A,St. Mark's Housing,910-S-006,22,0,0,0,0,EHP,NFP,WRO,"36 Millard Street
Dundee, NY 14837
(42.52629055700004, -76.98301055399997)"
